age,workclass,final_weight,education,education_number,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salario
34,Private,128016,universidad,13,casado,Prof-specialty,Wife,White,Femenino,99999,0,40,Norte America,>50K
43,autonomo,96129,primaria,7,casado,Handlers-cleaners,Husband,White,Masculino,0,0,60,Norte America,<=50K
56,Private,35520,secundaria,9,separado,Craft-repair,Not-in-family,White,Masculino,0,0,42,Norte America,<=50K
20,Private,129024,bachillerato,10,soltero,Other-service,Own-child,White,Femenino,0,0,25,Norte America,<=50K
51,Private,122109,bachillerato,10,casado,Adm-clerical,Wife,White,Femenino,0,0,35,Norte America,<=50K
19,Private,125591,primaria,7,soltero,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
56,funcionario,138593,bachillerato,12,separado,Prof-specialty,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
55,Private,189528,primaria,3,casado,Craft-repair,Husband,White,Masculino,0,0,50,Norte America,<=50K
52,Private,218550,bachillerato,10,casado,Adm-clerical,Not-in-family,White,Femenino,14084,0,16,Norte America,>50K
25,Private,165315,secundaria,9,separado,Sales,Unmarried,White,Femenino,0,0,37,Norte America,<=50K
30,funcionario,348802,secundaria,9,casado,Adm-clerical,Husband,Black,Masculino,0,0,40,Norte America,<=50K
57,Private,214061,secundaria,9,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
40,Private,104196,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,60,Norte America,>50K
29,Private,130856,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,60,Norte America,<=50K
39,Private,355468,secundaria,9,casado,Sales,Husband,White,Masculino,0,1887,46,Norte America,>50K
35,Private,287658,bachillerato,10,soltero,Adm-clerical,Unmarried,Black,Masculino,0,0,40,Norte America,<=50K
20,Private,117767,bachillerato,10,soltero,Adm-clerical,Own-child,White,Masculino,0,0,25,Norte America,<=50K
38,Private,218729,secundaria,9,separado,Other-service,Not-in-family,White,Femenino,0,0,25,Norte America,<=50K
36,Private,185848,secundaria,9,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
48,Private,149337,bachillerato,10,separado,Machine-op-inspct,Not-in-family,White,Masculino,0,0,40,Norte America,>50K
69,Private,150600,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,35,Norte America,<=50K
61,funcionario,176671,master,14,casado,Prof-specialty,Wife,White,Femenino,0,0,30,Norte America,<=50K
51,Private,90363,bachillerato,10,casado,Adm-clerical,Husband,White,Masculino,15024,0,40,Norte America,>50K
25,Private,156334,primaria,6,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
38,Private,155222,bachillerato,10,separado,Machine-op-inspct,Not-in-family,Black,Femenino,0,0,28,Norte America,<=50K
39,Private,284166,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,1902,50,Norte America,>50K
47,Private,361390,primaria,6,casado,Machine-op-inspct,Husband,White,Masculino,4064,0,40,Europa,<=50K
68,Private,230904,primaria,7,separado,Machine-op-inspct,Not-in-family,Black,Femenino,0,1870,35,Norte America,<=50K
42,autonomo,52131,bachillerato,10,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
34,Private,191291,bachillerato,10,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
25,Private,69847,universidad,13,soltero,Adm-clerical,Own-child,Asian-Pac-Islander,Femenino,0,0,40,Norte America,<=50K
44,autonomo,55844,universidad,13,casado,Sales,Husband,White,Masculino,0,0,45,Norte America,>50K
37,Private,130277,primaria,3,separado,Other-service,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
63,Private,318763,bachillerato,10,separado,Craft-repair,Unmarried,White,Masculino,0,0,22,Norte America,<=50K
47,Private,287480,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
32,Private,185177,bachillerato,11,separado,Tech-support,Own-child,White,Masculino,0,1590,40,Norte America,<=50K
29,funcionario,41013,master,15,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,55,Norte America,<=50K
28,Private,27956,master,15,casado,Prof-specialty,Husband,Asian-Pac-Islander,Masculino,0,0,99,Asia,<=50K
27,Private,203558,bachillerato,10,casado,Prof-specialty,Wife,White,Femenino,0,0,40,Norte America,>50K
40,funcionario,42703,bachillerato,10,casado,Adm-clerical,Wife,White,Femenino,0,0,40,Norte America,>50K
53,Private,96062,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Europa,<=50K
49,funcionario,233059,bachillerato,11,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
20,Private,50648,secundaria,9,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,35,Norte America,<=50K
52,Private,159755,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,1887,40,Norte America,>50K
44,Private,211517,primaria,8,separado,Other-service,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
29,Private,213692,bachillerato,10,soltero,Craft-repair,Own-child,White,Masculino,0,0,45,Norte America,<=50K
40,Private,102606,master,14,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,>50K
46,autonomo,168796,universidad,13,casado,Sales,Husband,White,Masculino,0,0,55,Norte America,<=50K
53,Private,303462,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,30,Norte America,<=50K
64,funcionario,316246,universidad,13,separado,Adm-clerical,Not-in-family,Black,Femenino,0,0,40,Norte America,<=50K
40,Private,141245,universidad,13,casado,Other-service,Wife,White,Femenino,0,0,40,Norte America,<=50K
30,autonomo,146161,secundaria,9,casado,Exec-managerial,Husband,White,Masculino,0,1887,50,Norte America,>50K
22,Private,110677,bachillerato,10,separado,Other-service,Own-child,White,Femenino,0,0,40,Norte America,<=50K
35,Private,205338,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
63,autonomo,110890,master,14,separado,Prof-specialty,Not-in-family,White,Masculino,0,0,70,Norte America,>50K
53,Private,133219,secundaria,9,casado,Other-service,Husband,Black,Masculino,4386,0,30,Norte America,>50K
35,Private,290498,primaria,1,casado,Craft-repair,Husband,White,Masculino,0,0,38,Norte America,<=50K
30,Private,160594,universidad,13,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,50,Norte America,<=50K
39,Private,365465,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
29,Private,34292,secundaria,9,soltero,Other-service,Own-child,White,Masculino,0,0,38,Norte America,<=50K
33,Private,236379,universidad,13,casado,Sales,Husband,White,Masculino,0,0,45,Norte America,<=50K
23,Private,107882,universidad,13,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
28,Private,114053,universidad,13,soltero,Transport-moving,Not-in-family,White,Masculino,0,0,55,Norte America,<=50K
49,autonomo,111959,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,60,Europa,>50K
25,Private,278404,universidad,13,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
31,Private,395170,bachillerato,11,casado,Other-service,Wife,Amer-Indian-Eskimo,Femenino,0,0,24,Norte America,<=50K
25,Private,124483,universidad,13,soltero,Prof-specialty,Not-in-family,Asian-Pac-Islander,Masculino,0,0,50,Asia,<=50K
27,Private,209085,bachillerato,11,casado,Prof-specialty,Husband,White,Masculino,0,0,44,Norte America,>50K
30,Private,415266,secundaria,9,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,>50K
37,funcionario,207887,universidad,13,separado,Exec-managerial,Other-relative,White,Femenino,0,0,50,Norte America,<=50K
37,funcionario,32528,secundaria,9,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Europa,>50K
35,Private,261504,secundaria,9,casado,Transport-moving,Other-relative,White,Femenino,0,0,40,Norte America,<=50K
42,Private,341757,bachillerato,10,soltero,Machine-op-inspct,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
64,Private,349826,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,<=50K
24,Private,224785,universidad,13,soltero,Sales,Not-in-family,White,Masculino,0,1876,65,Norte America,<=50K
30,Private,267281,universidad,13,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,50,Norte America,<=50K
21,Private,152246,bachillerato,10,soltero,Handlers-cleaners,Own-child,Asian-Pac-Islander,Masculino,0,0,40,Asia,<=50K
44,Private,374423,master,14,casado,Exec-managerial,Husband,Black,Masculino,0,1902,40,Norte America,>50K
26,funcionario,218782,secundaria,9,casado,Adm-clerical,Husband,Other,Masculino,0,0,40,Norte America,<=50K
20,Private,194228,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
33,Private,144064,doctorado,16,casado,Prof-specialty,Husband,White,Masculino,0,0,55,Norte America,>50K
51,funcionario,914061,bachillerato,10,casado,Adm-clerical,Husband,White,Masculino,0,0,44,Norte America,>50K
26,Private,138537,primaria,7,soltero,Exec-managerial,Not-in-family,Black,Masculino,0,0,50,Norte America,<=50K
49,funcionario,255928,secundaria,9,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,<=50K
52,Private,152373,bachillerato,10,casado,Tech-support,Husband,White,Masculino,5013,0,40,Norte America,<=50K
34,Private,117963,primaria,5,casado,Transport-moving,Husband,White,Masculino,0,0,45,Norte America,<=50K
42,Private,363591,secundaria,9,separado,Craft-repair,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
50,autonomo,195322,doctorado,16,separado,Prof-specialty,Not-in-family,White,Masculino,0,0,40,Norte America,>50K
43,Private,170525,universidad,13,separado,Prof-specialty,Not-in-family,White,Femenino,14344,0,40,Norte America,>50K
42,Private,135056,secundaria,9,soltero,Sales,Own-child,White,Femenino,0,0,40,Norte America,<=50K
22,Private,212261,bachillerato,10,soltero,Transport-moving,Own-child,Black,Masculino,0,0,39,Norte America,<=50K
47,Private,34248,secundaria,9,casado,Adm-clerical,Husband,White,Masculino,0,0,38,Norte America,<=50K
24,funcionario,126613,universidad,13,soltero,Prof-specialty,Own-child,White,Femenino,0,0,20,Norte America,<=50K
34,Private,538243,bachillerato,10,separado,Tech-support,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
38,Private,202683,secundaria,9,soltero,Adm-clerical,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
30,Private,122042,master,14,casado,Exec-managerial,Husband,White,Masculino,0,0,45,Norte America,>50K
36,autonomo,186035,master,15,casado,Sales,Husband,White,Masculino,0,0,30,Norte America,>50K
47,Private,185870,universidad,13,casado,Sales,Husband,White,Masculino,0,0,60,Norte America,<=50K
27,autonomo,115438,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,60,Europa,>50K
45,Private,54038,bachillerato,10,casado,Adm-clerical,Wife,White,Femenino,0,1902,20,Norte America,>50K
22,Private,257017,bachillerato,11,soltero,Other-service,Other-relative,Black,Masculino,0,0,52,Norte America,<=50K
44,Private,228320,secundaria,9,casado,Tech-support,Husband,White,Masculino,0,0,45,Norte America,>50K
34,Private,253616,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,60,Norte America,>50K
23,Private,222925,secundaria,9,casado,Machine-op-inspct,Own-child,White,Femenino,2105,0,40,Norte America,<=50K
26,funcionario,48099,universidad,13,soltero,Exec-managerial,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
46,funcionario,138107,master,14,casado,Exec-managerial,Husband,White,Masculino,0,1902,60,Norte America,>50K
27,Private,199118,bachillerato,10,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
46,Private,116143,universidad,13,casado,Farming-fishing,Husband,White,Masculino,0,0,40,Norte America,<=50K
38,Private,182570,bachillerato,10,casado,Machine-op-inspct,Husband,White,Masculino,0,0,38,Norte America,<=50K
31,Private,373903,universidad,13,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Norte America,>50K
51,funcionario,230095,secundaria,9,separado,Exec-managerial,Unmarried,White,Femenino,0,0,38,Norte America,<=50K
26,Private,211695,secundaria,9,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Norte America,<=50K
45,Private,256866,secundaria,9,casado,Prof-specialty,Husband,White,Masculino,0,0,45,Norte America,>50K
20,Private,125010,secundaria,9,soltero,Other-service,Own-child,White,Femenino,0,0,30,Norte America,<=50K
17,Private,27415,primaria,7,soltero,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Masculino,0,0,20,Norte America,<=50K
37,Private,30267,primaria,7,soltero,Transport-moving,Not-in-family,White,Masculino,0,0,60,Norte America,>50K
52,funcionario,230095,bachillerato,10,casado,Prof-specialty,Wife,White,Femenino,0,0,40,Norte America,<=50K
34,Private,376979,primaria,5,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
29,Private,253593,secundaria,9,soltero,Craft-repair,Own-child,Black,Masculino,0,0,40,Norte America,<=50K
38,Private,161141,secundaria,9,separado,Transport-moving,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
33,Private,110592,primaria,8,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
42,Private,195508,primaria,7,casado,Transport-moving,Husband,Black,Masculino,0,0,40,Norte America,<=50K
40,funcionario,130749,bachillerato,10,separado,Exec-managerial,Not-in-family,Black,Femenino,0,0,40,Norte America,<=50K
51,funcionario,101119,secundaria,9,casado,Protective-serv,Husband,White,Masculino,0,0,70,Norte America,<=50K
36,autonomo,36270,secundaria,9,separado,Transport-moving,Not-in-family,White,Masculino,0,0,60,Norte America,<=50K
67,autonomo,127605,master,14,casado,Prof-specialty,Husband,White,Masculino,20051,0,60,Europa,>50K
61,Private,227332,universidad,13,soltero,Prof-specialty,Own-child,White,Masculino,0,0,40,Norte America,<=50K
17,Private,566049,primaria,6,soltero,Other-service,Own-child,White,Masculino,0,0,8,Norte America,<=50K
24,Private,103064,universidad,13,soltero,Tech-support,Not-in-family,White,Femenino,3674,0,40,Norte America,<=50K
45,Private,194134,bachillerato,11,soltero,Other-service,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
19,Private,439779,bachillerato,10,soltero,Sales,Own-child,White,Masculino,0,0,15,Norte America,<=50K
47,funcionario,150211,doctorado,16,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,>50K
38,Private,22042,bachillerato,11,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,39,Norte America,<=50K
41,Private,182108,master,14,soltero,Prof-specialty,Not-in-family,White,Femenino,27828,0,35,Norte America,>50K
37,Private,234901,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,50,Europa,>50K
22,Private,117779,universidad,13,soltero,Prof-specialty,Own-child,White,Masculino,0,0,40,Norte America,<=50K
30,Private,167990,master,15,casado,Prof-specialty,Husband,White,Masculino,0,0,60,Norte America,>50K
29,Private,144592,universidad,13,soltero,Sales,Own-child,White,Masculino,0,0,40,Norte America,<=50K
58,Private,234328,universidad,13,separado,Sales,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
47,Private,110243,primaria,7,casado,Other-service,Husband,White,Masculino,0,0,40,Norte America,<=50K
25,Private,312157,bachillerato,10,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
38,autonomo,423616,secundaria,9,casado,Sales,Wife,White,Femenino,0,0,24,Norte America,>50K
58,autonomo,119891,master,14,casado,Machine-op-inspct,Husband,White,Masculino,0,0,35,Norte America,>50K
23,Private,218899,universidad,13,soltero,Sales,Own-child,White,Femenino,0,0,60,Norte America,<=50K
33,Private,93213,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,<=50K
37,autonomo,183735,secundaria,9,casado,Prof-specialty,Husband,White,Masculino,3137,0,30,Norte America,<=50K
43,Private,76460,secundaria,9,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
34,Private,159589,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,2051,40,Norte America,<=50K
34,Private,179877,secundaria,9,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
39,Private,195253,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,>50K
39,Private,282951,secundaria,9,soltero,Craft-repair,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
43,Private,111252,bachillerato,10,casado,Transport-moving,Husband,White,Masculino,0,0,42,Norte America,<=50K
18,autonomo,174202,secundaria,9,soltero,Transport-moving,Own-child,White,Masculino,0,0,60,Norte America,<=50K
33,Private,170769,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
47,Private,165484,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,43,Norte America,>50K
55,funcionario,296991,master,15,casado,Prof-specialty,Husband,White,Masculino,15024,0,40,Norte America,>50K
58,Private,218764,bachillerato,11,separado,Prof-specialty,Unmarried,White,Femenino,0,0,45,Norte America,<=50K
24,Private,126822,secundaria,9,soltero,Adm-clerical,Unmarried,White,Femenino,0,0,45,Norte America,<=50K
33,Private,374833,primaria,2,casado,Farming-fishing,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
58,funcionario,200042,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,15024,0,40,Norte America,>50K
31,Private,70568,primaria,2,soltero,Other-service,Other-relative,White,Femenino,0,0,25,Norte America,<=50K
30,Private,129707,universidad,13,casado,Prof-specialty,Husband,White,Masculino,99999,0,35,Norte America,>50K
17,Private,260797,primaria,6,soltero,Handlers-cleaners,Own-child,White,Femenino,0,0,23,Norte America,<=50K
51,Private,103995,doctorado,16,separado,Prof-specialty,Not-in-family,White,Femenino,10520,0,60,Norte America,>50K
54,Private,186224,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
